areacd,value,value2
E02004324,7,0.234342919
E02004325,9,0.057989973
E02004326,6,0.738173576
E02004327,3,2.095891518
E02004328,1,1.877446217
E02004329,7,1.049132776
E02004330,8,0.713839726
E02004331,4,1.858983162
E02004332,3,0.112081496
E02004333,4,0.535631583
E02004334,4,0.058631246
E02004335,4,1.191950356
E02004336,8,0.504079338
E02004337,12,2.006549558
E02004338,6,1.839411002
E02004340,3,0.983125115
E02004341,9,0.607859602
E02004342,12,1.817295381
E02004343,7,0.470666929
E02004344,12,0.449143024
E02004345,8,2.35728239
E02004346,12,0.427332909
E02004347,12,2.288288482
E02004348,3,0.126868392
E02004349,8,1.79650621
E02004350,6,1.170961887
E02004351,7,0.787870727
E02004352,11,0.04814534
E02004353,10,1.354542871
E02004355,9,1.217168715
E02004359,2,0.03102029
E02004364,1,2.346961971
E02004368,10,2.801618891
E02004379,3,2.67444936
E02004380,7,2.691739909
E02004381,3,1.59136398
E02004382,10,0.027510693
E02004383,10,1.992940626
E02004384,6,0.976431349
E02004385,2,2.933515899
E02004386,5,0.780319782
E02004387,8,1.390596897
E02004388,7,0.456467551
E02004389,11,2.160861392
E02004390,2,1.181128285
E02004391,5,0.964421682
E02004392,9,0.028996467
E02004393,2,0.117470337
E02004394,13,2.52895344
E02004400,6,0.222111829
E02004403,10,2.952472125
E02004405,12,2.822174693
E02004406,4,2.740842945
E02004407,1,1.252764628
E02004408,1,1.69566024
E02004409,13,2.283961056
E02004410,9,1.528297572
E02004411,3,1.396179987
E02004412,11,2.060731161
E02004413,7,1.103830714
E02004414,5,1.917941055
E02004415,3,2.462543105
E02004417,7,0.973345199
E02004418,13,1.22322862
E02004419,8,0.7005862
E02004420,9,0.597754873
E02004421,11,0.256893567
E02004424,9,2.372998826
E02004425,5,2.20952295
E02004426,9,0.416447508
E02004427,13,0.603723239
E02004428,3,0.410893415
E02004429,10,0.919904237
E02004430,5,2.985421556
E02004431,10,2.120328473
E02004432,7,1.389078544
E02004433,2,1.649409104
E02004434,6,2.947364649
E02004435,13,2.246763415
E02004436,10,0.355598601
E02004437,1,0.023334711
E02004438,13,1.327639455
E02004439,2,1.378330189
E02004440,1,2.459950248
E02004441,4,0.51111558
E02004442,11,0.305826676
E02004443,7,2.130492808
E02004444,3,0.323380941
E02004445,3,0.552403794
E02004446,10,2.627462061
E02004447,10,1.978498341
E02004448,8,1.832383436
E02004449,12,0.597931037
E02004450,10,2.750092957
E02004451,10,0.69579402
E02004452,4,0.835010999
E02004453,4,1.311666531
E02004454,11,1.222344257
E02004455,2,0.2893321
E02004456,2,1.624541494
E02004457,10,2.874591388
E02004458,10,0.290502165
E02004459,1,0.278393843
E02004460,13,2.600754104
E02004462,12,0.589640789
E02004463,2,2.674196425
E02004464,4,1.736102223
E02004465,11,2.868374503
E02004466,13,0.652363272
E02004467,1,0.091939708
E02004468,8,1.804080864
E02004469,12,2.329116416
E02004470,10,0.564937353
E02004471,9,2.288277515
E02004472,3,1.13794126
E02004473,6,2.860162949
E02004476,8,2.785194117
E02004477,7,2.55598561
E02004478,8,1.000862051
E02004479,10,2.589352975
E02004480,7,0.108520351
E02004481,9,0.733359612
E02004482,6,2.038580738
E02004483,12,1.334553992
E02004484,8,0.021599146
E02004485,8,0.325801967
E02004486,9,1.825474045
E02004488,9,0.335641292
E02004489,4,2.65205593
E02004490,1,0.895390671
E02004491,12,1.375889164
E02004492,4,1.487791325
E02004493,9,2.092274716
E02004494,8,2.103676535
E02004495,1,2.244531804
E02004496,1,0.558228472
E02004497,9,1.866161417
E02004498,9,0.542257459
E02004499,3,1.286386473
E02004500,8,0.63519788
E02004501,2,0.927191068
E02004502,10,0.03454411
E02004503,11,0.115744682
E02004504,10,2.503885662
E02004505,3,2.697040495
E02004506,12,1.296821512
E02004507,1,1.590590431
E02004508,2,0.273991562
E02004509,5,0.774009271
E02004513,7,0.297096422
E02004514,2,1.993775718
E02004515,6,1.48467887
E02004516,6,2.769009392
E02004517,10,1.068754388
E02004519,9,1.386955846
E02004520,5,2.705767688
E02004521,13,2.030530006
E02004522,9,2.508589548
E02004524,7,0.976283027
E02004525,12,0.292591307
E02004526,12,2.70336658
E02004527,11,1.682787173
E02004528,1,2.616798886
E02004529,13,0.224723003
E02004530,8,2.587553611
E02004531,6,1.49482388
E02004532,3,1.207250468
E02004533,1,2.324827746
E02004534,5,2.518594828
E02004535,13,1.878756524
E02004536,6,0.010456278
E02004537,11,2.655546499
E02004538,10,0.390247036
E02004539,2,1.931807064
E02004540,10,1.445174154
E02004541,4,2.377704484
E02004542,7,0.137745957
E02004543,3,2.898531476
E02004544,9,1.721123984
E02004545,7,2.175216124
E02004546,11,1.141930538
E02004547,11,0.498921714
E02004548,2,1.730180339
E02004549,6,1.131799825
E02004550,11,0.45059874
E02004551,12,1.165334062
E02004552,6,1.625152106
E02004553,3,2.674821829
E02004554,7,0.552610771
E02004555,10,0.758930288
E02004556,10,0.363734877
E02004557,9,0.030527221
E02004558,2,2.176948508
E02004559,1,1.626203077
E02004560,2,2.689511394
E02004561,10,2.676626467
E02004562,3,2.029917515
E02004563,6,1.768550472
E02004564,9,1.169332688
E02004565,5,1.529309983
E02004566,5,1.254668782
E02004567,12,2.223291895
E02004568,10,1.930582216
E02004569,5,0.975935811
E02004570,7,1.388308581
E02004571,11,2.490842693
E02004572,4,0.170110659
E02004573,13,2.968934503
E02004574,6,2.405338515
E02004575,8,2.742201296
E02004576,3,2.196931311
E02004577,5,1.793996586
E02004578,10,0.97674537
E02004579,9,2.375245506
E02004580,7,1.647274234
E02004581,9,1.336476808
E02004582,11,1.020328533
E02004583,7,2.447381938
E02004584,2,1.595864344
E02004585,2,0.719395353
E02004586,3,1.981338913
E02004587,9,1.191326155
E02004588,4,0.760939655
E02004590,1,2.378628034
E02004591,4,0.794524047
E02004593,6,0.130666938
E02004594,10,1.739044766
E02004595,6,0.777684856
E02004596,6,1.900753556
E02004597,8,1.621247544
E02004598,2,1.375476236
E02004599,9,0.940127838
E02004600,12,1.754308333
E02004601,10,1.112941911
E02004602,6,1.21894581
E02004604,4,1.514636931
E02004605,2,1.92422939
E02004606,7,2.002292454
E02004607,8,2.504862691
E02004608,11,0.805559086
E02004609,7,0.641883374
E02004610,8,1.991919406
E02004611,8,0.543632074
E02004612,8,0.001845436
E02004613,9,0.910553677
E02004614,5,2.747063646
E02004615,4,1.317671402
E02004616,3,2.533002665
E02004617,10,2.00699257
E02004618,3,0.920306703
E02004619,3,2.863773208
E02004620,9,2.487521135
E02004621,7,2.200006796
E02004622,4,1.550001677
E02004623,3,2.320366807
E02004624,9,1.148603236
E02004625,10,2.751217959
E02004626,1,1.785081834
E02004628,11,2.228699716
E02004629,9,2.296421158
E02004630,6,0.326012328
E02004632,5,0.920249111
E02004633,9,0.147556055
E02004634,12,0.565465226
E02004635,11,1.322726029
E02004636,11,0.801962612
E02004637,9,2.617768836
E02004638,7,0.819982071
E02004639,4,0.006983101
E02004640,5,1.396222103
E02004641,13,2.853034655
E02004642,2,2.331783183
E02004643,5,0.455149941
E02004644,8,1.598493662
E02004646,1,1.53532158
E02004647,7,1.001266797
E02004648,5,1.057505061
E02004649,6,1.721018913
E02004650,3,2.493240137
E02004651,9,2.779252666
E02004652,2,2.773521027
E02004653,6,2.698254557
E02004654,1,1.499926463
E02004655,5,2.488152462
E02004656,2,2.171711105
E02004657,9,0.650413456
E02004658,12,2.16444081
E02004659,5,2.431578726
E02004661,7,2.703217238
E02004662,6,2.342720341
E02004663,2,2.139521983
E02004664,1,1.776054631
E02004665,3,2.643000669
E02004666,3,2.378949227
E02004667,7,1.628889609
E02004668,7,1.225974398
E02004669,9,2.317305278
E02004670,2,1.115166976
E02004671,13,2.297363765
E02004672,7,0.93018995
E02004673,11,2.547679359
E02004674,4,1.92156517
E02004675,11,2.801050294
E02004676,13,0.585073325
E02004678,1,2.245007391
E02004679,10,2.219102919
E02004680,3,0.140168788
E02004681,5,1.984847679
E02004682,3,1.950142255
E02004683,1,2.560146765
E02004684,7,0.311497666
E02004685,2,1.554872685
E02004686,7,0.018012491
E02004687,8,0.644035497
E02004688,6,1.008547693
E02004689,7,2.05176289
E02004691,2,1.689596706
E02004692,8,2.438444212
E02004693,10,1.849935706
E02004694,12,0.167703382
E02004696,1,0.931970818
E02004698,11,0.149985598
E02004699,12,1.556929174
E02004700,6,1.247642229
E02004702,4,0.582126891
E02004703,4,1.934172978
E02004704,9,0.079952888
E02004705,9,1.570327437
E02004706,8,1.589712028
E02004707,13,2.787387577
E02004709,12,2.091282979
E02004710,9,0.838766927
E02004712,5,0.327275287
E02004714,2,0.706079508
E02004716,1,0.517905851
E02004717,2,1.731469312
E02004718,2,1.08765335
E02004719,11,2.464035947
E02004720,5,2.745928596
E02004721,8,0.713658564
E02004722,1,0.693759985
E02004724,5,1.238483163
E02004727,10,2.053661366
E02004728,10,1.501651665
E02004729,12,1.875279073
E02004730,2,1.743803953
E02004731,3,2.462150463
E02004732,10,0.697607527
E02004734,12,1.67346175
E02004735,8,1.236091799
E02004736,6,0.788371589
E02004737,3,0.76399949
E02004738,2,0.084073848
E02004739,5,0.504349304
E02004740,4,0.086310856
E02004741,1,0.452252787
E02004743,10,0.010308499
E02004746,11,0.949376328
E02004747,5,2.685687982
E02004748,5,2.848572295
E02004751,1,0.417871507
E02004752,2,2.733526579
E02004753,7,1.610297019
E02004754,6,1.493218092
E02004756,5,2.852276998
E02004757,12,0.645717364
E02004758,3,2.585733225
E02004759,10,0.967684721
E02004760,9,0.453916999
E02004761,1,1.011228015
E02004764,13,2.014058607
E02004766,6,1.039075643
E02004767,6,0.210030844
E02004768,11,2.915058416
E02004769,8,2.165380644
E02004770,9,2.210547231
E02004771,4,0.338514809
E02004772,1,2.218837069
E02004774,4,0.821562509
E02004775,10,1.675560663
E02004776,5,0.052241689
E02004777,9,1.044876918
E02004779,7,0.049854295
E02004780,13,2.285231313
E02004781,9,2.340841249
E02004782,12,0.375337692
E02004783,6,1.089915265
E02004784,13,2.690831449
E02004785,11,2.65678792
E02004787,12,2.510725885
E02004788,2,2.455544921
E02004789,11,1.951731899
E02004790,7,2.514732792
E02004797,5,2.727219551
E02004800,7,0.609093478
E02004802,10,1.499746822
E02004804,9,0.035610608
E02004805,2,2.282184318
E02004806,11,1.183485814
E02004807,2,1.321879025
E02004808,5,2.888393013
E02004809,1,1.180456461
E02004810,1,2.852776258
E02004811,3,0.051987475
E02004812,5,2.515369198
E02004813,11,1.639285846
E02004814,2,1.975930204
E02004815,12,0.54849122
E02004816,8,2.030261261
E02004817,13,2.139802349
E02004818,6,2.602557131
E02004819,4,2.210723301
E02004820,4,2.249179702
E02004821,7,2.029096366
E02004822,7,2.895937204
E02004823,7,1.464308511
E02004824,1,2.305002377
E02004825,9,2.008407663
E02004826,7,1.909484058
E02004828,13,0.802261837
E02004829,8,2.540538701
E02004830,4,0.789484948
E02004831,6,1.763004446
E02004832,1,1.119087389
E02004833,9,2.870996831
E02004834,6,2.432908916
E02004835,5,2.402632619
E02004837,7,0.061446007
E02004840,7,0.21492775
E02004841,8,2.241306461
E02004842,7,1.567282868
E02004843,10,1.362489934
E02004844,10,2.376479486
E02004845,10,1.471336132
E02004846,12,1.379401538
E02004847,1,2.393664958
E02004848,9,1.193487047
E02004849,1,0.512320883
E02004850,6,1.913342997
E02004851,11,0.121054644
E02004852,8,1.529796469
E02004853,2,1.316053023
E02004854,4,2.71659939
E02004855,2,0.016225211
E02004856,7,2.139373596
E02004857,5,0.350423654
E02004858,4,0.241444727
E02004859,11,1.444174762
E02004860,1,2.920272196
E02004861,3,0.337926179
E02004862,4,0.068089732
E02004863,12,0.862918986
E02004865,1,1.17358829
E02004867,3,1.032331688
E02004868,6,1.954821511
E02004869,4,2.526667501
E02004870,1,1.217052546
E02004871,13,1.097130465
E02004872,7,1.226586338
E02004873,4,1.853706103
E02004874,13,1.866591206
E02004875,13,1.135976585
E02004876,3,2.354094836
E02004877,11,0.653757231
E02004879,7,1.918879174
E02004880,9,2.917301696
E02004881,2,1.490934857
E02004882,8,2.04807578
E02004883,4,1.567544447
E02004884,11,1.500116071
E02004886,10,0.548783417
E02004887,10,1.21987375
E02004888,3,1.360995662
E02004889,12,1.081941627
E02004890,2,2.11834787
E02004891,6,1.875826852
E02004892,3,2.99887899
E02004893,3,0.472632814
E02004894,4,2.740871854
E02004895,12,2.700302411
E02004896,10,1.125781488
E02004897,2,1.792956715
E02004898,1,1.341132838
E02004899,10,0.460514553
E02004900,4,0.607560376
E02004901,8,2.151693658
E02004902,2,2.996763926
E02004903,3,2.44603587
E02004904,5,2.902633833
E02004905,2,1.476277034
E02004906,11,2.494422121
E02004907,13,2.38666511
E02004908,6,2.091415525
E02004909,12,0.977790784
E02004910,12,0.214858049
E02004911,8,0.795181959
E02004912,11,1.197680891
E02004913,1,1.42639615
E02004915,11,2.460060074
E02004917,7,1.804158658
E02004918,3,0.6633058
E02004919,2,2.331797686
E02004920,6,2.927200342
E02004921,8,2.781844706
E02004923,7,2.061644662
E02004924,10,1.131491489
E02004926,6,2.897020816
E02004927,6,2.629957622
E02004928,9,2.003699779
E02004929,10,1.038625744
E02004930,5,1.246884563
E02004931,5,2.292033857
E02004933,5,1.978661232
E02004934,2,2.414309604
E02004935,3,2.515879071
E02004936,12,0.483165004
E02004937,4,2.133434867
E02004938,6,1.244651428
E02004939,2,2.520810394
E02004940,9,2.802428019
E02004941,13,0.025641233
E02004942,10,2.828272189
E02004943,4,1.059770984
E02004944,5,1.013134724
E02004945,2,1.805872277
E02004946,11,0.547403449
E02004947,6,2.36177765
E02004948,2,0.428339347
E02004949,9,1.542075512
E02004950,3,1.901569735
E02004951,6,1.911577004
E02004952,11,2.554059812
E02004953,6,0.55919118
E02004954,6,2.639644795
E02004955,2,1.270690479
E02004956,3,0.859705965
E02004957,8,1.809658359
E02004958,8,2.804681268
E02004959,12,0.317772383
E02004960,11,1.156367354
E02004961,12,2.117685045
E02004962,12,2.186639418
E02004964,5,2.547628872
E02004965,11,0.623429941
E02004966,8,0.677129372
E02004967,2,2.442118902
E02004968,9,0.917364464
E02004969,3,2.964720489
E02004970,8,1.566720054
E02004971,5,1.178552367
E02004972,11,0.261071066
E02004973,13,2.254988972
E02004974,9,2.134087523
E02004975,6,1.125276679
E02004976,5,2.39615955
E02004977,2,1.825682547
E02004978,1,2.637665712
E02004979,8,0.791611289
E02004980,7,0.748190785
E02004981,8,1.13823011
E02004982,13,1.596025036
E02004983,7,1.891424995
E02004984,3,2.461175463
E02004985,8,2.466918748
E02004987,8,1.50452515
E02004988,11,0.132272852
E02004989,11,1.538364816
E02004990,11,0.895797696
E02004991,5,2.183641223
E02004992,8,0.4240936
E02004993,2,0.524821542
E02004994,4,1.981003891
E02004995,7,0.386515611
E02004996,2,0.688108489
E02004997,8,1.362428167
E02004998,5,1.04328915
E02004999,7,0.783391219
E02005000,6,0.122587666
E02005001,2,0.757304767
E02005002,1,0.851684548
E02005003,4,0.256648819
E02005004,1,2.62891919
E02005006,2,1.958422315
E02005007,6,1.206628396
E02005008,2,0.038315796
E02005009,8,0.668939095
E02005010,3,2.638372195
E02005011,5,1.49981875
E02005012,4,2.388892562
E02005013,4,2.456205252
E02005014,6,0.256545553
E02005015,6,0.90247553
E02005016,4,2.75119876
E02005018,12,2.603174596
E02005020,1,2.965079667
E02005021,2,0.956483646
E02005025,9,0.585163898
E02005026,3,0.991897113
E02005028,2,0.297383548
E02005029,11,2.588787657
E02005030,4,0.852497557
E02005031,13,0.0021432
E02005033,12,1.683455132
E02005034,10,2.876554797
E02005035,12,0.913608555
E02005036,6,0.072893538
E02005037,6,1.897972509
E02005038,4,2.684800435
E02005039,6,2.565567593
E02005040,12,0.236073141
E02005041,8,1.565363632
E02005042,3,2.532285163
E02005043,5,0.04225436
E02005044,13,0.316452115
E02005045,13,1.433575364
E02005046,7,1.24128396
E02005048,10,0.578834144
E02005049,1,1.232123665
E02005050,4,0.985682669
E02005051,12,2.870262933
E02005052,5,1.400800485
E02005053,7,1.822699082
E02005054,7,2.307441392
E02005055,13,0.912668731
E02005056,13,0.045793349
E02005057,9,0.177838132
E02005058,1,0.895547813
E02005060,10,1.754396348
E02005061,8,2.775133565
E02005062,1,1.786658385
E02005065,8,2.851283924
E02005066,5,1.549308917
E02005067,12,2.60182236
E02005069,13,2.869017904
E02005070,12,2.68262348
E02005073,4,2.528818767
E02005075,5,1.518297961
E02005076,2,1.668142699
E02005078,2,0.115770578
E02005079,8,1.412095718
E02005080,11,0.921458908
E02005081,2,0.284725025
E02005083,7,1.14155481
E02005084,13,1.798784868
E02005085,6,2.089035996
E02005086,4,0.818083921
E02005087,2,0.515478753
E02005088,13,2.077760851
E02005089,6,2.463856056
E02005090,7,0.643743988
E02005091,3,2.126739823
E02005093,9,1.047182259
E02005094,3,0.999430418
E02005095,5,0.907069855
E02005096,10,2.090624926
E02005097,9,2.951689602
E02005098,12,1.362921053
E02005099,5,2.256372995
E02005100,4,1.273548125
E02005101,6,2.587542566
E02005102,1,0.053343961
E02005103,9,0.737560876
E02005104,2,2.133057919
E02005105,5,1.004653108
E02005106,2,0.599347124
E02005107,4,2.688750864
E02005109,1,2.445376044
E02005111,13,1.540303274
E02005112,5,0.520632206
E02005113,4,0.472533092
E02005114,11,2.070277256
E02005115,1,1.181438595
E02005116,3,1.337502768
E02005117,11,0.67811413
E02005118,12,2.310529931
E02005119,13,0.552855487
E02005120,3,2.764842263
E02005121,10,0.158689655
E02005123,3,1.351169372
E02005124,3,0.701365297
E02005125,1,0.143989648
E02005126,1,1.062971212
E02005127,1,0.863516311
E02005128,8,1.321577271
E02005129,11,1.574411505
E02005130,4,1.903752037
E02005131,10,1.207143525
E02005132,13,2.275500572
E02005133,3,2.106517978
E02005134,8,1.925565062
E02005135,1,1.553042082
E02005136,2,0.32274822
E02005137,12,1.74719265
E02005138,2,2.108177257
E02005140,13,2.093460244
E02005141,10,1.484048247
E02005142,2,1.674467039
E02005143,9,2.980466693
E02005144,8,1.362201253
E02005145,10,0.250365384
E02005147,4,0.659038121
E02005148,13,1.435947774
E02005149,2,1.669319576
E02005150,7,0.872123212
E02005151,4,1.962689855
E02005153,12,0.224952361
E02005154,6,0.472788174
E02005155,1,1.251365184
E02005156,11,2.743848813
E02005157,12,2.218614859
E02005158,9,1.899713669
E02005159,4,1.374818821
E02005161,6,0.564090044
E02005162,8,1.96855793
E02005163,4,0.516780778
E02005164,9,2.325032246
E02005165,6,0.76803642
E02005166,9,2.948108694
E02005167,5,0.949244674
E02005168,6,1.470026333
E02005169,2,0.055409128
E02005170,10,1.207116843
E02005171,12,0.644227042
E02005172,8,2.918671759
E02005173,9,0.533862571
E02005174,1,0.831048918
E02005175,2,1.632572576
E02005176,1,1.350583126
E02005177,3,2.825656032
E02005178,11,0.428907934
E02005179,4,0.955381109
E02005180,7,0.415358422
E02005181,2,1.125608313
E02005182,7,1.125408011
E02005183,11,1.067466177
E02005185,6,2.120906567
E02005189,5,1.1922809
E02005190,6,1.813808061
E02005191,6,0.915510632
E02005192,9,0.150327011
E02005193,1,0.626041486
E02005194,8,0.666101778
E02005196,12,2.602886068
E02005197,11,0.633740975
E02005198,13,0.16000768
E02005199,9,2.074656916
E02005200,3,1.737807912
E02005201,5,1.164084559
E02005202,9,0.667414674
E02005203,9,1.462689524
E02005204,5,1.035643038
E02005205,4,0.818561594
E02005206,12,0.008554992
E02005207,4,2.793076185
E02005208,2,2.906921657
E02005209,4,1.518691312
E02005210,6,1.295120644
E02005211,13,1.964419042
E02005212,7,1.731186578
E02005213,10,1.314760475
E02005214,11,0.185774828
E02005215,13,0.5253315
E02005216,4,0.554359184
E02005217,9,0.504045054
E02005218,10,0.639756221
E02005219,4,2.752620318
E02005220,5,2.402608892
E02005221,3,1.479127006
E02005222,3,0.129654911
E02005223,6,2.818462493
E02005224,11,0.311266808
E02005225,6,0.821481355
E02005226,12,1.338097325
E02005228,9,0.886513025
E02005229,4,0.613254884
E02005231,4,0.443593361
E02005233,4,1.512537065
E02005234,3,2.475296002
E02005236,6,0.587091153
E02005238,2,2.303057934
E02005239,11,1.396772694
E02005240,12,2.175897006
E02005241,5,2.957509317
E02005242,9,1.988431452
E02005243,8,1.952583297
E02005244,3,1.74160482
E02005245,12,2.83708054
E02005246,5,0.544502422
E02005247,11,0.625209658
E02005248,11,0.921447965
E02005249,1,1.039343013
E02005250,3,2.937871051
E02005251,13,1.569180448
E02005252,11,2.096078438
E02005253,4,2.552845002
E02005254,10,1.257785313
E02005255,1,1.577206857
E02005256,3,0.598332407
E02005257,13,0.834314265
E02005258,1,2.782913022
E02005259,6,2.852973544
E02005260,6,0.208150391
E02005261,12,0.098611821
E02005262,6,0.078498306
E02005263,11,1.03765352
E02005264,11,0.431775031
E02005265,9,2.860972615
E02005266,2,0.132564428
E02005267,4,1.7129019
E02005268,11,2.907907705
E02005269,2,0.062945174
E02005270,3,2.812579884
E02005271,12,1.825269288
E02005272,7,2.182355113
E02005273,8,2.81134708
E02005275,13,1.348670739
E02005276,2,1.523739604
E02005277,2,1.015984295
E02005280,2,1.223329075
E02005281,6,1.495426331
E02005284,10,1.813217082
E02005285,13,1.659881405
E02005286,8,2.79061207
E02005287,2,1.337437279
E02005288,3,0.697855618
E02005289,1,0.847545766
E02005290,8,0.795512335
E02005291,6,1.744643429
E02005292,10,0.030917094
E02005293,12,0.112969932
E02005294,12,0.672035724
E02005295,3,2.35404001
E02005296,6,0.374374323
E02005297,5,0.787553967
E02005298,9,0.659368473
E02005299,13,1.126259414
E02005300,11,1.721472126
E02005301,13,0.253551842
E02005302,12,1.383971454
E02005303,2,1.305424786
E02005304,6,1.271497528
E02005305,4,2.158561672
E02005306,1,0.901214179
E02005307,13,1.233992641
E02005308,6,2.849421653
E02005309,13,1.537786637
E02005310,5,2.142264606
E02005311,2,2.582040863
E02005312,6,0.184675147
E02005313,9,2.525522308
E02005314,8,2.115375481
E02005315,2,2.102061242
E02005316,5,0.401234869
E02005317,13,1.462080094
E02005318,2,0.555093446
E02005319,7,1.8159246
E02005320,1,2.848231512
E02005321,1,2.124126
E02005322,13,0.495183716
E02005323,6,1.916567694
E02005324,2,2.329590774
E02005325,8,0.475556438
E02005326,13,2.131899581
E02005327,11,2.55330762
E02005328,11,0.405761873
E02005329,12,2.188209003
E02005330,8,0.412618701
E02005331,10,0.400514288
E02005332,3,2.424670733
E02005334,6,2.304022875
E02005335,3,0.633563118
E02005336,1,0.713054353
E02005337,7,0.018952359
E02005338,1,0.54538831
E02005339,2,0.818320835
E02005340,11,0.651086895
E02005341,5,2.456042645
E02005342,4,1.535254785
E02005343,12,1.554745191
E02005344,11,1.366075009
E02005345,11,1.382411699
E02005346,4,2.458132994
E02005349,10,2.270175043
E02005350,11,0.989305673
E02005351,1,0.219637234
E02005352,13,0.705853231
E02005353,3,2.482585629
E02005354,8,2.316301009
E02005355,4,1.167914987
E02005356,8,0.108719023
E02005357,10,2.009265139
E02005358,7,1.130897582
E02005359,10,2.988334438
E02005360,4,2.010353927
E02005362,1,2.128034176
E02005363,9,0.528613658
E02005364,13,1.68405593
E02005365,1,2.259148806
E02005366,3,2.378126303
E02005369,13,1.98589617
E02005370,10,0.062854926
E02005371,6,2.935408343
E02005372,7,1.433783601
E02005373,8,2.468300558
E02005374,4,1.138848308
E02005375,10,2.675079238
E02005377,2,1.920145543
E02005379,6,0.497762371
E02005380,9,1.689303519
E02005381,3,0.87033925
E02005382,11,0.501625048
E02005383,11,2.397942405
E02005384,4,2.694462867
E02005386,8,0.75498897
E02005387,1,2.043116594
E02005388,8,1.338509714
E02005389,9,2.792266304
E02005391,1,0.562283298
E02005392,11,2.390729304
E02005393,6,2.253506347
E02005394,4,1.581471017
E02005395,3,0.248350761
E02005396,3,2.999347967
E02005397,3,2.823621298
E02005398,5,1.374878659
E02005399,4,2.898915925
E02005400,8,0.185929431
E02005401,9,1.249660717
E02005402,2,2.662616261
E02005403,1,2.132980593
E02005404,1,2.928276854
E02005405,3,2.727485327
E02005406,2,1.333697731
E02005407,7,0.096104262
E02005408,1,2.314619217
E02005409,4,2.924225935
E02005412,2,1.136671545
E02005414,11,0.597210403
E02005415,4,0.087221885
E02005419,2,2.821335445
E02005420,12,0.191781077
E02005422,8,2.642998731
E02005423,4,0.316391371
E02005428,2,0.639779724
E02005429,1,2.240010227
E02005436,2,0.871125504
E02005465,12,1.056902798
E02005468,11,0.242586122
E02005469,5,0.197964038
E02005470,8,1.265983044
E02005472,9,2.88923037
E02005473,13,2.465608639
E02005474,7,2.799442303
E02005477,6,0.216407792
E02005479,9,1.39053195
E02005481,8,2.06485304
E02005485,9,0.701812431
E02005486,2,1.997449596
E02005487,7,0.927423088
E02005488,12,1.112943373
E02005489,5,1.71316443
E02005490,4,0.819407152
E02005504,8,0.4997805
E02005505,11,1.456021517
E02005508,11,1.966506956
E02005509,1,2.920567277
E02005510,3,1.873190225
E02005512,3,2.334013272
E02005513,13,0.309843444
E02005514,6,2.660473969
E02005515,6,1.043803658
E02005518,6,1.978190318
E02005522,11,2.486866835
E02005525,3,2.208915401
E02005526,13,2.468681468
E02005527,9,0.911564375
E02005531,8,0.887831993
E02005533,7,2.830747704
E02005535,13,0.598003948
E02005536,12,2.814847389
E02005537,5,0.226841558
E02005538,8,0.591739755
E02005539,11,1.795869932
E02005540,8,1.215462049
E02005544,6,0.184258731
E02005551,2,1.498010769
E02005552,9,2.891343307
E02005553,13,2.813409547
E02005554,8,1.753975507
E02005555,9,0.910264332
E02005556,1,0.512043744
E02005557,12,1.31759628
E02005558,7,0.159238685
E02005559,9,1.155002508
E02005560,4,1.898050074
E02005562,7,1.210444122
E02005563,11,1.900499214
E02005564,5,1.725148624
E02005565,11,1.669217106
E02005566,11,0.975875083
E02005567,3,2.541208224
E02005569,12,1.216303774
E02005571,9,1.206610584
E02005572,5,2.277658568
E02005574,9,2.104944833
E02005576,4,0.887016074
E02005578,12,0.049781818
E02005579,7,0.837927057
E02005580,11,0.515635516
E02005585,11,1.202115414
E02005588,11,2.725640202
E02005593,3,2.028844575
E02005601,1,2.460864555
E02005602,8,1.713598423
E02005603,13,2.020510889
E02005607,3,2.206970645
E02005608,7,0.378993016
E02005609,8,0.024302036
E02005610,10,1.950746222
E02005612,8,1.279178674
E02005613,11,2.239424349
E02005614,4,2.310072309
E02005615,11,2.768821085
E02005616,13,0.49610069
E02005619,13,1.634183931
E02005620,11,0.174871693
E02005621,8,1.981017551
E02005623,3,1.247867623
E02005624,3,0.934773798
E02005625,9,0.408983406
E02005626,6,2.602239119
E02005627,7,2.354142898
E02005628,7,1.9356468
E02005630,11,0.65796227
E02005631,7,2.778817606
E02005632,12,0.074950257
E02005633,5,0.269900573
E02005634,10,0.01594348
E02005635,13,0.70172588
E02005636,3,1.092328672
E02005637,8,1.648076983
E02005638,4,1.946141766
E02005639,9,0.503558626
E02005640,8,0.617611153
E02005641,8,0.720994638
E02005642,3,2.106545688
E02005643,13,2.826071755
E02005644,2,1.818866266
E02005645,12,0.792496552
E02005646,4,2.87700429
E02005647,9,1.227058267
E02005648,11,2.468179658
E02005649,2,0.070383159
E02005650,4,2.586989416
E02005651,1,0.985326398
E02005652,12,1.472754476
E02005653,9,1.065190742
E02005654,9,1.490295052
E02005655,5,0.178364439
E02005657,4,2.027900678
E02005658,3,2.062321899
E02005659,4,2.634604703
E02005660,8,0.382066523
E02005661,6,0.244761223
E02005662,5,2.311318655
E02005663,10,1.135580181
E02005664,6,1.749979285
E02005665,6,1.038432065
E02005666,3,2.022095537
E02005667,12,0.381468305
E02005668,4,2.011067774
E02005669,2,1.374585134
E02005670,11,0.454582989
E02005671,10,0.696169387
E02005672,7,2.227817344
E02005673,8,2.626447852
