AREACD,AREANM,Method,% workforce taking bus and rail,Retail (47),Health (Q),Professional (M),Education (P),Finance (K),Food and Drink (56),Admin and support (N),Public admin (O),Information and communication (J),Construction (F),Manufacturing (C) ,Transport (H),Arts (R),"Other Services (S,T,U)","Wholesale (45,46,48)",Accommodation (55),Real estate (L),"Agriculture, electricity, water, mining (A,B,D,E)"
W06000008,Ceredigion,Bus,3.100633528,0.56042885,0.490375244,0.094420078,0.493421053,0.024366472,0.268031189,0.067007797,0.11878655,0.033503899,0.042641326,0.054824561,0.070053606,0.134015595,0.103557505,0.036549708,0.073099415,0.015229045,0.045687135
W06000003,Conwy,Bus,5.290808397,1.19519296,0.901867215,0.109449905,0.225466804,0.054724952,0.558194514,0.153229867,0.181686842,0.04596896,0.083181928,0.070047939,0.065669943,0.124772891,0.144473874,0.078803931,0.291136747,0.052535954,0.03502397
W06000004,Denbighshire,Bus,4.028021016,0.645347024,1.125158938,0.091164264,0.203920063,0.035985894,0.268694672,0.1127558,0.129549217,0.031187774,0.081568025,0.086366144,0.074370847,0.081568025,0.117553919,0.059976489,0.146342634,0.028788715,0.038384953
W06000005,Flintshire,Bus,3.623228444,0.826035307,0.306655248,0.080117137,0.127082355,0.077354477,0.277647319,0.204436832,0.082879797,0.040058568,0.074591817,0.49589745,0.098074426,0.041439898,0.074591817,0.136751665,0.058015858,0.017957289,0.046965219
W06000002,Gwynedd,Bus,5.017274274,1.046769453,0.787225631,0.113442995,0.405644648,0.041251998,0.43830248,0.218291824,0.213135324,0.07390983,0.125474828,0.192509325,0.08422283,0.096254662,0.127193661,0.096254662,0.240636656,0.022344832,0.072190997
W06000001,Isle of Anglesey,Bus,2.876823339,0.478119935,0.40923825,0.064829822,0.109400324,0.008103728,0.243111831,0.121555916,0.072933549,0.012155592,0.089141005,0.182333874,0.072933549,0.068881686,0.10534846,0.085089141,0.170178282,0.012155592,0.040518639
W06000024,Merthyr Tydfil,Bus,7.888305757,1.730699892,1.342093666,0.088137494,0.420656224,0.076118745,0.444693722,0.392612475,0.48074997,0.16425624,0.148231241,0.661031209,0.184287488,0.16024999,0.212331237,0.15223749,0.096149994,0.052081247,0.028043748
W06000021,Monmouthshire,Bus,2.000676432,0.36163072,0.291385904,0.036423238,0.101464735,0.020813279,0.132684653,0.101464735,0.059838177,0.018211619,0.054634857,0.049431537,0.065041496,0.023414939,0.052033197,0.023414939,0.057236517,0.00260166,0.01821162
W06000012,Neath Port Talbot,Bus,3.721398039,0.839442177,0.502891627,0.058025957,0.139262297,0.05415756,0.257248409,0.154735885,0.146999091,0.034815574,0.073499545,0.208893445,0.096709928,0.088973134,0.119920311,0.065762751,0.071565347,0.021276184,0.023210383
W06000022,Newport,Bus,8.251412123,1.466434934,1.306213339,0.241690202,0.350315012,0.397838366,0.608298935,0.358461873,0.642244189,0.148001303,0.141212253,0.429067999,0.226754291,0.133065392,0.180588746,0.186019987,0.226754291,0.096404519,0.097762328
W06000009,Pembrokeshire,Bus,3.25625736,0.454231078,0.325251883,0.039254538,0.138325514,0.018692637,0.233657962,0.166364469,0.192534161,0.022431164,0.61685702,0.175710788,0.127109931,0.063554966,0.061685702,0.052339384,0.114025086,0.028038955,0.117763612
W06000023,Powys,Bus,1.436753396,0.184912453,0.157093765,0.027818688,0.08672885,0.014727541,0.098183603,0.040909835,0.060546555,0.00490918,0.040909835,0.104729177,0.062182949,0.024545901,0.026182294,0.027818688,0.039273441,0.001636393,0.034364261
W06000016,Rhondda Cynon Taf,Bus,6.149460148,0.833434429,0.855271139,0.08734684,0.297221885,0.058231226,0.346961058,0.231711755,0.126167657,0.040033968,0.178333131,0.240203809,0.127380808,0.097052044,0.114036152,0.078854786,0.029115613,0.037607667,0.033968217
W06000011,Swansea,Bus,6.651489657,1.384827189,0.748652515,0.184463661,0.399521294,0.193461888,0.537194173,0.370726967,0.65147166,0.162867915,0.096281033,0.135873233,0.175465433,0.153869688,0.152070042,0.098980501,0.072885642,0.070186173,0.027894505
W06000014,The Vale of Glamorgan,Bus,4.753175331,0.70053686,0.659072061,0.061106019,0.226965213,0.058923661,0.388459692,0.192047488,0.12002968,0.043647156,0.063288377,0.067653092,0.091659028,0.093841386,0.091659029,0.05019423,0.072017808,0.015276505,0.030553009
W06000020,Torfaen,Bus,5.110461838,1.258393562,0.535650213,0.084576349,0.266543647,0.169152699,0.328053719,0.199907735,0.376749193,0.071761751,0.120457225,0.379312112,0.253729048,0.151212261,0.153775181,0.097390948,0.025629197,0.038443795,0.033317955
W06000006,Wrexham,Bus,5.918213912,1.37290795,0.931616109,0.130753138,0.276216004,0.10460251,0.398797071,0.233721234,0.300732218,0.063742155,0.088258368,0.59165795,0.137290795,0.119312238,0.168344665,0.150366109,0.057204498,0.029419456,0.094796025
E06000058,"Bournemouth, Christchurch and Poole",Bus,8.056731351,1.627727997,1.038975317,0.162717827,0.336979825,0.997746138,0.600846572,0.29904898,0.234731461,0.166016162,0.101698642,0.234731461,0.208894508,0.159419493,0.195701171,0.101698642,0.251772855,0.055521961,0.012093893
E06000059,Dorset,Bus,3.212251963,0.622130798,0.394476081,0.07149487,0.179364323,0.030103103,0.240197677,0.099716529,0.125429596,0.021950179,0.085919274,0.1241753,0.075257758,0.06522339,0.087800718,0.045154655,0.12103956,0.018814439,0.020695884
E07000246,Somerset West and Taunton,Bus,3.15797847,0.80739248,0.420268335,0.100758339,0.124622156,0.06098531,0.200190911,0.104735642,0.238638172,0.03314419,0.045076099,0.058333775,0.051704937,0.05568224,0.063636846,0.035795726,0.057008008,0.011931909,0.068939916
E07000245,West Suffolk,Bus,2.5955362,0.505171475,0.213391399,0.047904192,0.088187262,0.031573217,0.165487207,0.167664671,0.067501361,0.020685901,0.045726728,0.108873163,0.048992923,0.068590093,0.075122482,0.071856287,0.262384322,0.019597169,0.01306478
E07000244,East Suffolk,Bus,2.984657742,0.440915348,0.258364424,0.050874848,0.096761966,0.04289448,0.15860982,0.11072761,0.090776689,0.191528839,0.035911657,0.373082218,0.068830677,0.041896934,0.051872394,0.04788221,0.072820861,0.014963191,0.097759512
E06000047,County Durham UA,Rail,6.528839542,0.051065809,0.044998584,0.04398738,0.11224366,0.021740889,0.023763297,0.016179266,0.078873923,0.021740889,0.028819318,0.033875339,0.019212879,0.018201675,0.008089633,0.005056021,0.005056021,0.005561623,0.012640051
E06000005,Darlington UA,Rail,8.053755424,0.131903424,0.10514041,0.082200684,0.080289041,0.10514041,0.028674657,0.032497945,0.097493835,0.120433561,0.063084246,0.051614383,0.072642465,0.038232876,0.019116438,0.005734931,0.003823288,0,0.013381507
E06000001,Hartlepool UA,Rail,7.42758902,0.043708841,0.040794918,0.034967073,0.043708841,0.017483536,0.026225305,0.029139227,0.052450609,0.023311382,0.049536686,0.055364532,0.026225305,0.008741768,0.014569614,0.008741768,0.005827845,0.005827845,0.017483537
E06000002,Middlesbrough UA,Rail,10.45358633,0.187209468,0.107883422,0.095191255,0.250670305,0.066633879,0.049182148,0.058701274,0.188795989,0.05235519,0.050768669,0.01745173,0.05235519,0.042836065,0.022211293,0.022211293,0.004759563,0.020624772,0.011105647
E06000057,Northumberland UA,Rail,5.296082746,0.106805005,0.064243612,0.060228386,0.057016205,0.035333986,0.051394889,0.037743122,0.126078088,0.038546167,0.05460707,0.05460707,0.044167483,0.02971267,0.014454813,0.008833497,0.008030451,0.003212181,0.00803045
E06000003,Redcar and Cleveland UA,Rail,5.842394253,0.097662608,0.082470647,0.060767845,0.047746164,0.010851401,0.062938125,0.015191961,0.049916444,0.023873082,0.045575884,0.052086724,0.017362241,0.028213642,0.017362241,0.008681121,0,0,0.021702802
E06000004,Stockton-on-Tees UA,Rail,6.553344804,0.047345751,0.064667367,0.102774923,0.06004827,0.086608081,0.017321616,0.041571879,0.087762856,0.041571879,0.042726653,0.046190977,0.041571879,0.012702519,0.009238195,0.018476391,0.002309549,0.008083421,0.019631164
E08000037,Gateshead,Rail,16.76533732,0.509617678,0.380586819,0.22553293,0.247218789,0.119272223,0.175655455,0.252640253,0.644070002,0.191919849,0.18107692,0.301433435,0.172402576,0.106260707,0.048793182,0.131199445,0.040118839,0.034697374,0.027107324
E08000021,Newcastle upon Tyne,Rail,27.85263467,1.4184647,1.489505357,1.246440628,1.669749009,0.823132247,0.609423162,0.59474534,0.936445032,0.558344342,0.209012183,0.207250844,0.450902686,0.312931161,0.275355938,0.116835462,0.141494202,0.119183913,0.048143255
E08000022,North Tyneside,Rail,15.00272003,0.786442442,0.785259822,0.340594621,0.402090873,0.354786064,0.355968684,0.355968684,0.922443766,0.346507723,0.281463611,0.314576977,0.106435819,0.190401854,0.128905603,0.102887959,0.050852669,0.050852669,0.072139833
E08000023,South Tyneside,Rail,15.04878387,0.722357458,0.564032536,0.237487383,0.340398583,0.160303984,0.225613014,0.211759584,0.81537335,0.112806507,0.344356706,0.445288844,0.188010845,0.118743692,0.09103683,0.148429615,0.023748738,0.059371846,0.059371847
E08000024,Sunderland,Rail,14.16589592,0.288535268,0.275887147,0.080631774,0.266401056,0.104347001,0.106718524,0.141500858,0.296440344,0.078260251,0.083793804,0.103556494,0.076679236,0.086165327,0.044268425,0.038734872,0.007905076,0.011067106,0.033201319
E06000008,Blackburn with Darwen UA,Rail,7.16787803,0.228384488,0.151227567,0.092588306,0.124994213,0.061725537,0.050923568,0.037035322,0.121907936,0.092588306,0.038578461,0.075613783,0.035492184,0.033949046,0.0200608,0.032405907,0.006172554,0.015431384,0.006172553
E06000009,Blackpool UA,Rail,8.768644975,0.100698597,0.069230285,0.012587325,0.055069545,0.022027818,0.02832148,0.029894896,0.080244194,0.04248222,0.025174649,0.018880987,0.044055636,0.031468311,0.017307571,0.001573416,0.006293662,0.004720247,0.001573416
E06000049,Cheshire East UA,Rail,3.897918418,0.213397662,0.106425944,0.189383603,0.106425944,0.17028151,0.102605525,0.073133726,0.117341425,0.196478666,0.057852052,0.098239333,0.15008787,0.038749959,0.028926026,0.047482344,0.014190126,0.014190126,0.010915481
E06000050,Cheshire West and Chester UA,Rail,5.60861588,0.242541534,0.108075502,0.158343177,0.148917988,0.101163697,0.079799935,0.055294443,0.10681881,0.094251891,0.070374746,0.074144821,0.082313318,0.032673989,0.034559027,0.027647221,0.028903913,0.013195265,0.008168498
E06000006,Halton UA,Rail,6.631608178,0.130167656,0.064216044,0.065951612,0.088514006,0.052067062,0.036446944,0.046860356,0.060744906,0.065951612,0.064216044,0.0555382,0.046860356,0.019091256,0.017355687,0.031240237,0,0.006942275,0.01388455
E06000007,Warrington UA,Rail,7.154244719,0.255601573,0.14556293,0.250402897,0.096175507,0.109172197,0.068449235,0.146429376,0.164624742,0.188885231,0.090976831,0.075380803,0.107439305,0.058918329,0.02166115,0.046788085,0.01299669,0.015596028,0.052853206
E07000026,Allerdale,Rail,3.80502606,0.041598356,0.053833166,0.031810507,0.036704431,0.014681773,0.024469621,0.019575697,0.041598356,0.009787848,0.034257469,0.048939242,0.017128735,0.01223481,0.007340886,0.007340886,0.004893924,0.002446962,0.004893924
E07000027,Barrow-in-Furness,Rail,5.893221203,0.111493374,0.133792049,0.05733945,0.086009174,0.035040775,0.022298675,0.0382263,0.114678899,0.03185525,0.066896024,0.143348624,0.098751274,0.035040775,0.04459735,0.009556575,0.003185525,0.00637105,0.028669725
E08000001,Bolton,Rail,8.868164917,0.299881261,0.123072656,0.169008225,0.160341137,0.169008225,0.07540367,0.092737847,0.182008858,0.074536961,0.053735948,0.087537593,0.049402404,0.071070125,0.032068227,0.066736581,0.024267848,0.01473405,0.035535063
E07000117,Burnley,Rail,8.198899726,0.087702979,0.050495655,0.034549658,0.047837989,0.029234326,0.018603662,0.039864991,0.087702979,0.015945996,0.018603662,0.093018311,0.002657666,0.010630664,0.002657666,0.010630664,0,0,0.005315332
E08000002,Bury,Rail,9.934008158,0.653143082,0.382129355,0.154477824,0.191064677,0.204615364,0.166673442,0.113825765,0.157187962,0.08943453,0.074528775,0.142282207,0.043362196,0.100275079,0.073173706,0.050137539,0.017615892,0.021681098,0.013550687
E07000028,Carlisle,Rail,7.261177792,0.082473503,0.108794834,0.042114129,0.108794834,0.033340352,0.02281182,0.015792798,0.161437496,0.031585597,0.038604619,0.02281182,0.042114129,0.029830842,0.017547554,0.010528532,0.003509511,0.014038043,0.008773777
E07000118,Chorley,Rail,4.508833584,0.126706352,0.164957326,0.100408807,0.057376461,0.102799493,0.028688231,0.066939205,0.131487724,0.062157833,0.045423032,0.043032346,0.038250974,0.04064166,0.014344115,0.016734801,0.011953429,0.004781372,0.009562744
E07000029,Copeland,Rail,6.139620366,0.05456164,0.086149958,0.143583264,0.051689975,0.005743331,0.043074979,0.028716653,0.077534963,0.020101657,0.109123281,0.962007868,0.017229992,0.017229992,0.014358326,0.008614996,0.011486661,0,0.341728168
E07000030,Eden,Rail,4.403984885,0.068704912,0.05496393,0.048093439,0.041222947,0.024046719,0.034352456,0.017176228,0.068704912,0.024046719,0.024046719,0.034352456,0.020611474,0.003435246,0.003435246,0.003435246,0.037787702,0.010305737,0.003435246
E07000119,Fylde,Rail,4.842144246,0.055550412,0.04629201,0.039348208,0.057865012,0.062494213,0.039348208,0.043977409,0.127303027,0.067123414,0.039348208,0.081011017,0.032404407,0.023146005,0.009258402,0.016202203,0.009258402,0,0.0046292
E07000120,Hyndburn,Rail,6.088955586,0.175612248,0.105367349,0.0383154,0.060666049,0.0191577,0.04150835,0.060666049,0.079823749,0.02235065,0.0255436,0.04150835,0.01596475,0.0063859,0.01596475,0.0191577,0,0,0.00319295
E08000011,Knowsley,Rail,10.83344943,0.200264698,0.308233491,0.120158819,0.142797437,0.104485929,0.078364447,0.111451658,0.261214823,0.060950125,0.156728894,0.139314572,0.125383115,0.06443299,0.045277236,0.053984397,0.020897186,0.017414322,0.029604346
E07000121,Lancaster,Rail,7.481603996,0.163707554,0.226152704,0.153581314,0.22784041,0.092823871,0.047255789,0.074259097,0.175521501,0.057382029,0.037129548,0.052318909,0.07257139,0.033754135,0.033754135,0.013501654,0.018564774,0.018564774,0.016877068
E08000012,Liverpool,Rail,27.15500857,1.104428696,0.766976104,1.418230042,0.669414716,0.997998091,0.366594305,0.440082104,1.531840489,0.41896492,0.208215429,0.233133706,0.508924122,0.372084773,0.189209964,0.171893873,0.113188103,0.129659507,0.025762963
E08000003,Manchester,Rail,27.29610363,0.851211051,0.548876844,2.276857096,1.136090912,1.778784866,0.264308668,0.686018134,0.686953188,0.452566256,0.189192643,0.154595636,0.533604291,0.220984487,0.213192369,0.120933683,0.123115476,0.157712483,0.041765756
E08000004,Oldham,Rail,10.33083262,0.115159714,0.033541664,0.052548607,0.033541664,0.073791662,0.023479165,0.03465972,0.038013886,0.041368053,0.036895831,0.038013886,0.020124999,0.010062499,0.021243054,0.025715276,0.001118055,0.010062499,0.003354166
E07000122,Pendle,Rail,5.581917005,0.07764645,0.040261122,0.02588215,0.031633739,0.011503178,0.014378972,0.014378972,0.031633739,0.028757944,0.02588215,0.054640094,0.023006356,0.017254767,0.008627383,0.011503178,0.002875794,0.002875794,0.002875794
E07000123,Preston,Rail,13.14100731,0.285972478,0.1361229,0.245936331,0.374052001,0.617700552,0.061770055,0.141842349,0.431246497,0.157856808,0.076640624,0.050331156,0.191029615,0.062913945,0.042323927,0.045755596,0.008007229,0.035460587,0.00800723
E07000124,Ribble Valley,Rail,3.397961223,0.093277367,0.106602705,0.029982011,0.016656673,0.033313345,0.079952029,0.019988007,0.059964022,0.019988007,0.029982011,0.066626691,0.026650676,0.049970018,0.029982011,0.006662669,0.006662669,0,0.009994004
E08000005,Rochdale,Rail,8.346848716,0.143325916,0.129496222,0.067891223,0.076691937,0.094293366,0.033945612,0.04903255,0.081720917,0.055318774,0.036460101,0.066633978,0.031431122,0.018858673,0.025144897,0.05154704,0.007543469,0.006286224,0.003771735
E07000125,Rossendale,Rail,5.515656421,0.036935199,0.028727377,0.012311733,0.04103911,0.016415644,0,0.004103911,0.032831288,0.024623466,0.032831288,0.032831288,0,0.008207822,0.004103911,0,0.008207822,0,0
E08000006,Salford,Rail,12.46781003,0.283797278,0.253140164,0.417812659,0.578105566,0.508908081,0.182190845,0.287300948,0.675332411,0.298687876,0.153285567,0.122628453,0.111241525,0.093723175,0.030657113,0.115621113,0.062190144,0.045547711,0.019270185
E08000014,Sefton,Rail,12.09357155,0.711159209,0.519841922,0.237697236,0.492786952,0.309199656,0.221271004,0.204844772,0.83580532,0.117882369,0.181654798,0.137207347,0.129477356,0.126578609,0.105321133,0.091793648,0.059907433,0.032852463,0.020291228
E07000031,South Lakeland,Rail,3.086090698,0.152305525,0.129459696,0.08186422,0.078056582,0.017134372,0.06092221,0.024749648,0.047595477,0.034268743,0.034268743,0.062826029,0.017134372,0.034268743,0.02094201,0.022845829,0.06092221,0.003807638,0.013326733
E07000126,South Ribble,Rail,4.39114466,0.079138005,0.068992106,0.071021286,0.046671131,0.040583592,0.028408514,0.036525233,0.087254723,0.046671131,0.066962927,0.044641951,0.044641951,0.028408514,0.014204257,0.044641951,0.004058359,0.004058359,0.014204257
E08000013,St. Helens,Rail,8.206575074,0.211604514,0.170203631,0.111935721,0.164070167,0.102735525,0.067468106,0.102735525,0.138002944,0.085868499,0.055201178,0.078201668,0.061334642,0.027600589,0.033734053,0.062868008,0.012266928,0.029133955,0.018400392
E08000007,Stockport,Rail,11.62240025,0.258100162,0.180749043,0.262835945,0.168120289,0.256521568,0.078929713,0.134180512,0.211531631,0.219424602,0.102608627,0.09629425,0.111290895,0.063933068,0.033150479,0.067879553,0.014207348,0.025257508,0.037886261
E08000008,Tameside,Rail,10.33873675,0.1929196,0.112745221,0.083932553,0.100217974,0.147821512,0.068899857,0.068899857,0.201688673,0.072658031,0.082679829,0.145316062,0.080174379,0.055119886,0.04259264,0.052614436,0.013779971,0.016285421,0.016285421
E08000009,Trafford,Rail,12.40702012,0.65267851,0.21526134,0.498701537,0.153976972,0.364641984,0.139421935,0.29876129,0.239775086,0.234412704,0.114142134,0.150146699,0.077371513,0.157041191,0.069710968,0.078903623,0.039068784,0.03677062,0.108013697
E07000127,West Lancashire,Rail,4.649296989,0.242694105,0.164470385,0.068195038,0.359026817,0.124355657,0.094269611,0.086246665,0.130372866,0.080229456,0.052149147,0.092263875,0.036103255,0.038108992,0.058166356,0.034097519,0.024068837,0.008022946,0.0220631
E08000010,Wigan,Rail,7.512488358,0.237913809,0.110913555,0.076200152,0.097366861,0.101600203,0.054186775,0.100753535,0.140546948,0.047413428,0.066040132,0.071966811,0.047413428,0.055880112,0.035560071,0.034713403,0.005926679,0.011006689,0.015240031
E08000015,Wirral,Rail,10.92648361,0.513728964,0.414526129,0.39061116,0.463241807,0.198405669,0.185119575,0.241806909,0.493356953,0.105403012,0.182462356,0.313551816,0.15323295,0.092116918,0.091231178,0.093002657,0.020372011,0.057573074,0.050487156
E07000128,Wyre,Rail,4.501143022,0.05255275,0.034159287,0.036786925,0.028904012,0.03153165,0.013138187,0.013138187,0.057808025,0.05255275,0.049925112,0.0210211,0.081456762,0.015765825,0.01051055,0.01051055,0.005255275,0.002627637,0.015765823
E06000011,East Riding of Yorkshire UA,Rail,3.244223735,0.086235095,0.066906539,0.061702697,0.062446103,0.027506022,0.02601921,0.033453269,0.101103214,0.047577983,0.041630735,0.055012043,0.043117547,0.013381308,0.02230218,0.024532398,0.002230218,0.006690654,0.01486812
E06000010,"Kingston upon Hull, City of UA",Rail,13.01242062,0.111313094,0.128930994,0.104105771,0.126528553,0.036036613,0.028829291,0.044845563,0.180183066,0.044845563,0.040040681,0.040841495,0.063264277,0.019219527,0.016817087,0.020821154,0.007207323,0.010410577,0.00640651
E06000012,North East Lincolnshire UA,Rail,6.174498523,0.051792438,0.047593051,0.020996934,0.02239673,0.030795504,0.02239673,0.026596117,0.050392643,0.016797548,0.029395708,0.030795504,0.020996934,0.009798569,0.00979857,0.02239673,0.006998978,0.004199387,0.008398775
E06000013,North Lincolnshire UA,Rail,2.64208153,0.038873196,0.03239433,0.022028144,0.014253505,0.011661959,0.015549278,0.007774639,0.022028144,0.016845051,0.024619691,0.019436598,0.015549278,0.010366186,0.005183093,0.011661959,0.002591546,0,0.003887319
E06000014,York UA,Rail,9.981331554,0.151862492,0.169273478,0.304692261,0.245688363,0.154764323,0.050298405,0.050298405,0.19152085,0.147026107,0.158633431,0.066742114,0.741901473,0.082218547,0.04546202,0.008705493,0.012574601,0.01934554,0.010640047
E08000016,Barnsley,Rail,7.692676783,0.139147124,0.155940743,0.052779944,0.158339831,0.051580399,0.038385414,0.031188149,0.133149403,0.044383134,0.055179032,0.06597493,0.02878906,0.035986325,0.035986325,0.017993163,0.001199544,0.019192707,0.002399088
E08000032,Bradford,Rail,11.89495078,0.372911695,0.344943317,0.230739111,0.392023419,0.286675865,0.096490901,0.174802357,0.348206295,0.141706444,0.095558622,0.21955176,0.055936754,0.09742318,0.062462709,0.083905131,0.015382607,0.046147822,0.021442423
E08000033,Calderdale,Rail,11.03214819,0.132461471,0.135615315,0.117743529,0.116692248,0.772691911,0.05571792,0.058871765,0.134564034,0.100923025,0.047307668,0.114589685,0.029435882,0.062025609,0.018923067,0.038897416,0.006307689,0.012615378,0.009461534
E07000163,Craven,Rail,4.855600246,0.391346886,0.057977316,0.152190455,0.130448962,0.253650759,0.130448962,0.065224481,0.050730152,0.07971881,0.07971881,0.184802696,0.083342392,0.065224481,0.028988658,0.043482987,0.021741494,0.018117911,0.014494329
E08000017,Doncaster,Rail,9.347303707,0.301928598,0.148233679,0.113125702,0.16773811,0.091280739,0.054612408,0.075677194,0.170078642,0.049151167,0.102983398,0.059293471,0.156035451,0.047590813,0.024185495,0.070215953,0.006241418,0.026526027,0.026526027
E07000164,Hambleton,Rail,2.543839997,0.079431353,0.081468054,0.050917534,0.114055276,0.048880833,0.036660624,0.026477118,0.177193018,0.042770729,0.024440416,0.036660624,0.057027638,0.022403715,0.016293611,0.008146805,0.006110104,0.008146805,0.010183506
E07000165,Harrogate,Rail,5.601188607,0.265745416,0.131664774,0.177566255,0.100258498,0.152199647,0.060396685,0.085763293,0.14012031,0.085763293,0.039861812,0.053149083,0.041069746,0.037445945,0.04227768,0.047109415,0.02295074,0.008455536,0.015703139
E08000034,Kirklees,Rail,9.635909153,0.235051276,0.175990168,0.129457175,0.295902114,0.09067968,0.040567225,0.059657684,0.138405827,0.064430299,0.047726147,0.127667444,0.042953533,0.062043992,0.032811726,0.039374072,0.004772615,0.017897305,0.006562345
E08000035,Leeds,Rail,18.66693893,0.481805873,0.466248064,1.169266522,0.574909631,0.991324091,0.110120111,0.288791815,0.673118295,0.380193938,0.107932294,0.126407192,0.142451181,0.148771541,0.091888305,0.070496318,0.036463613,0.073899589,0.077302859
E07000166,Richmondshire,Rail,3.848075962,0.060683944,0.021417862,0.0571143,0.035696437,0.02855715,0.007139287,0.032126794,1.320768187,0.032126794,0.02855715,0.074962519,0.017848219,0.007139287,0.024987506,0.007139287,0.007139287,0,0
E08000018,Rotherham,Rail,9.071238349,0.102640923,0.099866844,0.06472851,0.084147063,0.068427282,0.024042018,0.072126054,0.075824826,0.06472851,0.048084036,0.078598905,0.045309957,0.025891404,0.025891404,0.020343246,0.005548158,0.004623465,0.024966711
E07000167,Ryedale,Rail,2.307897038,0.041823505,0.034219231,0.060834189,0.041823505,0.045625642,0.022812821,0.015208547,0.041823505,0.034219231,0.022812821,0.053229915,0.034219231,0.019010684,0.019010684,0.015208547,0,0.003802137,0.015208548
E07000168,Scarborough,Rail,5.214248838,0.109705731,0.114007916,0.043021855,0.043021855,0.036568577,0.051626226,0.021510928,0.034417484,0.021510928,0.030115299,0.03871967,0.034417484,0.030115299,0.008604371,0.006453278,0.004302186,0.002151093,0.021510928
E07000169,Selby,Rail,3.111422565,0.050455501,0.047652418,0.072880168,0.047652418,0.117729502,0.019621584,0.0168185,0.053258584,0.070077085,0.036440084,0.039243167,0.030833917,0.011212334,0.0168185,0.011212334,0.005606167,0,0.019621583
E08000019,Sheffield,Rail,18.50259389,0.942644665,0.56032659,0.403282675,0.691831811,0.32742894,0.280925644,0.219937716,0.610641631,0.26301044,0.115495889,0.211551876,0.145227504,0.148658075,0.089957194,0.094912463,0.03011279,0.068611419,0.015246983
E08000036,Wakefield,Rail,8.071565596,0.205019348,0.177331848,0.101520835,0.110750002,0.100202382,0.069218751,0.068559525,0.13711905,0.061967263,0.063285715,0.101520835,0.062626489,0.046145834,0.023072917,0.05207887,0.007251488,0.016480655,0.015162202
E06000015,Derby UA,Rail,9.719106093,0.085241208,0.108561916,0.155203332,0.131882624,0.049858065,0.028145682,0.052270552,0.060312176,0.070766286,0.078003747,0.138315923,0.246073677,0.025733195,0.014474923,0.02412487,0.008041623,0.005629136,0.00723746
E06000016,Leicester UA,Rail,14.11621818,0.101924356,0.198355783,0.193473179,0.357650735,0.140985187,0.030516274,0.058591247,0.18248732,0.082393941,0.045164086,0.038450506,0.030516274,0.037229855,0.02563367,0.02563367,0.003051627,0.021361392,0.004882603
E06000018,Nottingham UA,Rail,22.59796857,0.541600897,0.306544964,0.446091552,0.41520829,0.361448539,0.151556745,0.231052547,0.588497701,0.205316496,0.092077872,0.110379063,0.127536431,0.109235239,0.06119461,0.059478874,0.037746208,0.060622698,0.086930661
E06000017,Rutland UA,Rail,2.004876727,0.043348686,0.027092929,0.081278786,0.0379301,0.0379301,0.027092929,0.016255757,0.135464644,0.059604443,0.0379301,0.048767272,0.005418586,0.021674343,0.016255757,0.021674343,0.005418586,0.005418586,0.010837171
E07000032,Amber Valley,Rail,4.728739666,0.065124188,0.054270157,0.068742199,0.034371099,0.028944084,0.048843141,0.028944084,0.039798115,0.065124188,0.04160712,0.050652146,0.03798911,0.030753089,0.012663036,0.018090052,0.00361801,0.00361801,0.001809005
E07000170,Ashfield,Rail,5.96157097,0.122086362,0.092034334,0.028173776,0.050712797,0.018782517,0.04319979,0.045078041,0.056347552,0.041321538,0.061982307,0.099547341,0.046956293,0.020660769,0.013147762,0.035686783,0.005634755,0.003756503,0.030052028
E07000171,Bassetlaw,Rail,3.257885542,0.080631227,0.082551018,0.032636449,0.069112481,0.015358329,0.038395823,0.019197911,0.044155196,0.021117702,0.026877076,0.053754152,0.030716658,0.01727812,0.015358329,0.019197911,0.003839582,0.005759373,0.007679164
E07000129,Blaby,Rail,5.5,0.08045977,0.036398467,0.036398467,0.026819923,0.090038314,0.007662835,0.021072797,0.055555556,0.03256705,0.024904215,0.011494253,0.007662835,0.001915709,0.005747127,0.009578544,0,0.005747126,0.01724138
E07000033,Bolsover,Rail,4.285326824,0.128831028,0.067805804,0.00678058,0.030512612,0.013561161,0.010170871,0.027122322,0.023732031,0.023732031,0.013561161,0.030512612,0.037293192,0.016951451,0.00678058,0.027122322,0,0.00339029,0.01017087
E07000136,Boston,Rail,2.200121518,0.051165617,0.038374213,0.012791404,0.019187106,0.012791404,0.012791404,0.006395702,0.03197851,0.022384957,0.019187106,0.019187106,0.012791404,0.006395702,0.012791404,0.003197851,0,0.003197851,0.003197851
E07000172,Broxtowe,Rail,8.832880365,0.133326496,0.051279422,0.09486693,0.069227219,0.087175017,0.030767653,0.066663248,0.115378699,0.343572125,0.033331624,0.038459566,0.056407364,0.035895595,0.010255884,0.028203682,0.010255884,0.007691913,0.061535306
E07000130,Charnwood,Rail,5.026156529,0.112832085,0.052752663,0.096713216,0.165584749,0.035168442,0.02491098,0.014653518,0.04982196,0.051287312,0.020514925,0.101109271,0.017584221,0.030772387,0.023445628,0.02491098,0.001465352,0.004396055,0.005861408
